Player,Season,Age,Team,Comp,Nation,(+/-) / 90,MP,Min,90s played,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,Pkatt,PKm,PPM,onG,onGA,Recov/90,Min.y,Off,PKwon,PKcon,OG,Tkl/90,Tkl Won,Tkls in Def 3rd,Tkls in Mid 3rd,Tkls in Att 3rd,Tkl,Tkl Att,Tkl%,Lost,Blocks,Shots Blocked,Pass Blocked,Int,Tkl+Int,Clearances,Errors leading to shoot,Carries/90,TotDist Carried,PrgDist Carried,PrgC,Carries into final third,Carreis into 18yd,Succesful Received Passes,Progressive Passes Received,PassesCmp/90,Passes Attempted,Passes Cmp%,Key Passes,Key Passes Close to Goal,Passes into 18yd,CrsPA,Prg Passes,TotDist Passed,PrgDist Passed,Short Passes Cmp,Short Passes Att,Short Passes Cmp%,Medium Passes Cmp,Medium Passes Att,Medium Passes Cmp%,Long Passes Cmp,Long Passes Att,Long Passes Cmp%,Touches/90,Touches in Def Pen,Touches in Def 3rd,Touches in Mid 3rd,Touches Att 3rd,Touches in Att Pen,Live ball Touches,xG when on/90,xGA when on,xG+/-,MarketValue_2022,MarketValue in Millions,predicted_value,Residual,Def_score_raw,Prog_score_raw,Onball_score_raw,Creat_score_raw,Def_score,Prog_score,Onball_score,Creat_score,Def_pct,Prog_pct,Onball_pct,Creat_pct
Edon Zhegrova,2022-2023,23,Lille,fr Ligue 1,xk KVX,1.4,22,1056,11.7,11,11,8,0.3,0.3,0.6,0.3,0,0,0,0.2,2.3,0.9,4.9,1056,0.2,0.1,0,0,1.5,1,0.5,0.6,0.4,1,1.7,60,0.7,0.8,0,0.8,0.2,1.7,0.2,0,53.6,398.3,200,6.3,4.5,3,49.9,16.5,39.5,51.5,76.8,2.6,2,2.8,0.7,4.4,588.8,193.7,22.8,26.8,85.1,12.5,16,78.2,2.8,5.2,54.1,67.2,0.2,3.6,19.1,45.5,6.7,67.2,2,1,1,5000000,5,9.017747126670534,-4.017747126670534,6.6000000000000005,10.7,116.3,4.6,-0.6471576340455699,2.037464702976812,0.2719282480138614,2.5161333227684786,0.26732673267326734,0.9603960396039604,0.6358635863586358,0.9790979097909791
Marco Asensio,2022-2023,26,Real Madrid,es La Liga,es ESP,1.1,31,1442,16,15,16,6,0.6,0.4,0.9,0.6,0,0.1,0.1,0.1,2.1,1,2.8,1442,0.2,0.1,0.1,0,1,0.6,0.5,0.4,0.1,0.5,1.2,42.1,0.7,0.5,0.2,0.3,0.3,1.3,0.2,0,38,230.2,115.8,3.5,2.4,0.7,45.2,6.7,40.6,50.1,81,2.6,3.7,1.6,0.4,4.4,617.9,140.3,23.6,25.9,91.1,11.7,13.9,84.2,3.5,6.4,54.9,59.4,0.7,4.1,23.4,32.3,4.4,59.3,2.4,1,1.4,25000000,25,49.226936149855675,-24.226936149855675,4.1,7.9,121.6,5,-1.696839380412084,0.7766365151966259,0.5364522375602215,3.000209712561146,0.047304730473047306,0.7887788778877888,0.7227722772277227,0.988998899889989
Aleix García,2022-2023,25,Girona,es La Liga,es ESP,0.1,30,2337,26,26,4,0,0,0.2,0.2,0,0,0,0,0,1.5,1.4,5.1,2337,0,0,0,0,1.4,0.8,0.3,0.7,0.4,0.6,1.3,45.5,0.7,0.9,0.3,0.6,1.2,2.6,1.3,0,40.1,187.5,87.3,1.6,1.3,0.3,50.1,2.9,52.8,63.8,82.7,2.5,5.9,0.9,0.4,6,944.1,298,25.5,27.3,93.1,18.1,20.6,87.9,7,11.7,60.1,71.9,2.6,14.9,38.6,18.9,0.9,71.9,1.4,1.2,0.1,7000000,7,14.735484372449198,-7.735484372449198,7.699999999999999,7.6,135.5,3.9,-0.1852976656443045,0.6415477807916056,1.2302038327855815,1.6689996406313112,0.40484048404840484,0.7524752475247525,0.8844884488448845,0.9317931793179318
Giovani Lo Celso,2022-2023,26,Villarreal,es La Liga,ar ARG,0.7,22,1126,12.5,14,8,1,0.2,0.2,0.4,0.2,0,0,0,0.1,1.7,1,4.9,1126,0.3,0,0,0,2.6,2.2,0.6,1.2,0.8,1,1.7,57.1,0.7,1.1,0.2,1,0.5,3,0.4,0,44.4,262.6,127.9,2.8,2.2,0.8,52,5.6,46.2,55.5,83.3,2.5,4.1,2.3,0.1,7.8,784.5,215.1,23.5,26.5,88.8,15.3,18,84.9,5.8,7.4,78.3,68.3,0.8,9,29.3,31,3.4,68.3,2,1.1,0.9,22000000,22,16.025668957448346,5.974331042551654,7.9,10.6,129.5,4.5,-0.10132312593498297,1.9924351248418055,0.9307427125444191,2.395114225320312,0.44334433443344334,0.9581958195819582,0.8272827282728272,0.9724972497249725
Iker Muniain,2022-2023,29,Athletic Club,es La Liga,es ESP,0.6,30,1689,18.8,19,11,2,0,0.2,0.2,0,0,0,0,0.1,1.5,1,4.3,1689,0.1,0,0,0,1.1,0.9,0.4,0.6,0.2,0.3,0.9,35.3,0.6,0.5,0.1,0.5,0.2,1.3,0.1,0,43.9,215.8,99.5,2.7,2.9,0.5,51.2,5.5,47.4,59.1,80.2,2.5,4.7,1.5,0.2,8.2,747.7,232,25.6,28.8,88.7,16.2,19.4,83.3,3.9,7.3,53.3,66.9,0.3,4.6,32.6,30.6,2.1,66.9,1.5,0.9,0.6,14000000,14,12.915906853727112,1.0840931462728882,5.6,10.899999999999999,127.6,4,-1.0670303325921757,2.127523859246825,0.835913357801384,1.790018738079478,0.14521452145214522,0.9702970297029703,0.8052805280528053,0.9416941694169417
James Maddison,2022-2023,25,Leicester City,eng Premier League,eng ENG,-0.5,30,2480,27.6,28,2,0,0.4,0.3,0.7,0.3,0,0.1,0,0,1.5,2,3.7,2480,0.2,0,0,0,1.9,0.9,0.9,0.7,0.3,0.7,1.8,38,1.1,0.7,0,0.7,0.5,2.3,0.2,0,35,205.1,96.9,2.8,1.6,1.1,39,5.6,30.6,41.7,73.4,2.5,4.2,1,0.1,5.5,516.9,158.1,15.1,17.5,86.7,10.9,14.3,75.9,3.4,6.8,50,52.5,0.6,5.8,23.5,23.8,3.7,52.4,1.4,1.7,-0.3,55000000,55,37.85030606048587,17.14969393951413,6,8.3,104,3.9,-0.8990812531735335,0.9567548277366528,-0.3419670484805216,1.6689996406313112,0.1859185918591859,0.8371837183718371,0.3795379537953795,0.9317931793179318
Lorenzo Pellegrini,2022-2023,26,Roma,it Serie A,it ITA,0.3,32,2545,28.3,29,3,3,0.1,0.2,0.3,0.1,0.1,0.1,0,0.1,1.2,0.9,4.6,2545,0.2,0,0,0,1.8,1,0.8,0.8,0.1,0.8,1.7,45.8,0.9,1,0.1,0.8,0.9,2.8,0.8,0,27.9,167.8,71.5,2.1,1.4,0.2,32.3,4,28.9,39.4,73.2,2.5,2.2,0.8,0.1,3.7,505.7,158.7,13.8,16,86.3,9.7,12.4,78.1,4.2,8.4,49.6,51.7,1.1,6.6,26.3,19.4,1.8,51.6,1.6,0.7,0.8,50000,0.05,22.899696704210026,-22.849696704210025,7.3999999999999995,5.800000000000001,102.1,4.1,-0.31125947520828606,-0.1689846256385138,-0.4367964032235567,1.9110378355276445,0.3641364136413641,0.47634763476347636,0.3432343234323432,0.9482948294829483
Gerard Gumbau,2022-2023,27,Elche,es La Liga,es ESP,-1,35,2737,30.4,31,4,0,0,0.2,0.2,0,0,0,0,0,0.8,1.8,5.4,2737,0.1,0,0,0,1.4,0.8,0.6,0.8,0.1,0.6,1.7,35.3,1.1,1.1,0.3,0.8,0.9,2.4,1.3,0,30.1,129.7,61.6,0.6,0.7,0.1,34.5,1.7,36.6,47.5,76.9,2.4,4.1,0.8,0.4,4.8,729.6,236.5,15.1,17.2,87.6,13.6,15.9,85.5,6.7,11.1,60.5,56.2,2,11,31.4,14.2,0.9,56.2,1,1.9,-0.8,3000000,3,13.65699800855999,-10.65699800855999,7.800000000000001,5.3999999999999995,113.5,3.4,-0.14331039578964336,-0.349102938178541,0.13217972523465238,1.0639041533904772,0.42684268426842686,0.40264026402640263,0.5731573157315731,0.8514851485148515
Kevin Stöger,2022-2023,28,Bochum,de Bundesliga,at AUT,-1,32,2599,28.9,29,3,0,0.2,0.1,0.3,0.1,0.1,0.1,0,0,1.1,2.1,6.3,2599,0,0,0,0,2.9,1.6,1.3,1.1,0.5,1.1,3.3,33,2.2,0.9,0.1,0.8,0.9,3.8,0.7,0,31.2,150.3,71.2,1.5,1.4,0.1,39.3,3.4,38.6,55.6,69.3,2.4,5.3,1.6,0.4,7.4,708.7,268,17.5,21.1,82.8,14.3,19.7,72.6,5.6,11.1,50.8,66.4,1.1,9.7,37.4,19.8,1.3,66.3,1.2,1.9,-0.7,2500000,2.5,11.843170221982218,-9.343170221982218,10.1,8.9,107.9,3.5999999999999996,0.8223968108675487,1.2269322965466924,-0.14731732032376568,1.3059423482868104,0.7810781078107811,0.8888888888888888,0.45764576457645767,0.8954895489548955
Luis Alberto,2022-2023,29,Lazio,it Serie A,es ESP,1.1,35,2442,27.1,27,8,2,0.2,0.3,0.5,0.2,0,0.1,0,0.1,1.8,0.7,6,2442,0.1,0,0,0,1.8,1.1,0.7,0.7,0.4,0.8,2.7,31.9,1.8,1.3,0.2,1.1,0.3,2.1,0.1,0,45.8,207.6,118.5,2.7,2.8,0.4,60.1,3.5,60.4,73.3,82.5,2.4,7.7,2.1,0,9.1,933.8,320.3,33.4,36.3,91.8,20.6,23.8,86.7,4.3,8.8,48.7,81.7,1.1,9.9,47.4,25.1,1.6,81.6,1.5,1,0.4,18000000,18,24.49807565297652,-6.498075652976521,8.1,11.8,142.9,3.9,-0.017348586225662176,2.5327900624618858,1.599539214416349,1.6689996406313112,0.47634763476347636,0.9856985698569857,0.9328932893289329,0.9317931793179318
Michael Olise,2022-2023,20,Crystal Palace,eng Premier League,fr FRA,-0.1,37,2749,30.5,31,6,0,0.1,0.4,0.4,0.1,0,0,0,0,1.1,1.2,5.4,2749,0.2,0,0,0,1.9,1.1,0.9,0.9,0.1,0.8,2,41.7,1.1,1.5,0,1.5,0.9,2.8,0.6,0,34.3,218.1,110.2,3.6,2.4,1.2,39.8,8,32.2,46.5,69.4,2.4,2.4,1.7,0.5,4.4,549.8,164.4,17,19.7,86.2,10.7,14.5,73.9,3.8,8.9,42.1,60.2,0.8,8,23.2,29.8,2.8,60.2,1,1.2,-0.1,22000000,22,30.77558279108601,-8.77558279108601,8.2,8,101.60000000000001,3.4,0.02463868362899822,0.8216660933316324,-0.46175149657698616,1.0639041533904772,0.5038503850385039,0.7997799779977998,0.33663366336633666,0.8514851485148515
Riyad Mahrez,2022-2023,31,Manchester City,eng Premier League,dz ALG,1.3,30,1920,21.3,22,8,8,0.2,0.5,0.7,0.2,0,0,0,0.1,2.4,1.1,3.8,1920,0.3,0,0,0,1.4,0.7,0.4,0.6,0.4,0.6,1.8,33.3,1.2,1.3,0,1.2,0.4,1.8,0.2,0,43.8,241.8,110.7,3.7,2.2,2.1,48.8,11.3,44.9,54.7,82.2,2.4,1.7,1.7,0.3,3.6,738.1,129,23.7,26.6,89.2,16.6,19.5,85.3,3.8,6.6,58.2,65.3,0.7,4.9,23.2,37.6,5.2,65.2,2.1,0.9,1.2,30000000,30,37.40413263646232,-7.404132636462322,5.6,7.300000000000001,127.1,4.5,-1.0670303325921757,0.5064590463865861,0.8109582644479538,2.395114225320312,0.14521452145214522,0.7238723872387238,0.7964796479647965,0.9724972497249725
Rodrigo Zalazar,2022-2023,22,Schalke 04,de Bundesliga,uy URU,-0.3,22,1321,14.7,15,7,3,0.1,0.4,0.5,0.1,0,0,0,0.1,1.2,1.5,6.6,1321,0.3,0,0,0,1.1,0.5,0.3,0.6,0.1,0.6,1.6,37.5,1,1.1,0.1,1,0.5,1.6,0.9,0,23.6,156.2,53.5,1.8,1.4,0.3,23.9,3.2,17.2,29.2,59,2.4,1.4,1.2,0.5,2.3,349.6,134.7,7.4,9.8,75,5.3,7.6,69.6,4,9.1,44,45.4,0.6,6.4,20.7,20.2,2.7,45.4,1.3,1.5,-0.2,3500000,3.5,9.521916593879464,-6.021916593879464,8.2,4.1,76.2,3.7,0.02463868362899822,-0.9344874539336275,-1.729470238931241,1.426961445734978,0.5038503850385039,0.1639163916391639,0.028602860286028604,0.9108910891089109
Suso,2022-2023,28,Sevilla,es La Liga,es ESP,0.3,25,1065,11.8,10,15,9,0.2,0.3,0.5,0.2,0,0,0,0.1,1.5,1.3,4.6,1065,0.6,0,0,0,1.4,0.8,0.4,0.6,0.3,0.8,1.9,45.5,1,0.6,0.1,0.5,0.2,1.5,0.3,0,39,229.4,104.6,2.3,2.3,0.6,44,8.1,37.5,48.3,77.6,2.4,3.4,2.4,0.6,7.3,683.8,181.5,18.8,20.7,91,13.2,16.7,78.8,5,8.5,58.4,57,0.5,5,19.9,33.1,1.9,57,1.5,1.1,0.4,7000000,7,12.12935978881279,-5.12935978881279,6.1,9.6,115.1,3.9,-0.8570939833188731,1.5421393434917388,0.21203602396562876,1.6689996406313112,0.19691969196919692,0.9273927392739274,0.6116611661166117,0.9317931793179318
Angelo Fulgini,2022-2023,25,2 Teams,2 Comps,fr FRA,0.7,33,1383,15.4,17,16,2,0.1,0.1,0.2,0.1,0,0,0,0.2,1.8,1.1,5.1,1383,0.1,0,0,0,1.3,0.8,0.3,0.5,0.6,0.7,1.7,38.5,1,1,0,1,0.8,2.1,0.6,0,43.6,218.8,88.8,1.5,2.5,0.5,43.8,7.4,37,48.1,76.9,2.3,2.9,1.3,0.1,4.7,540.5,170.6,20.6,23.4,88.1,11.4,15.2,74.8,2.5,5.9,41.8,59.9,0.8,5.7,29.7,25.1,2.1,59.9,1.5,1.2,0.3,9000000,9,16.4412404817406,-7.4412404817406,7.199999999999999,6.2,113.9,3.8,-0.39523401491760723,0.011133686901512596,0.15214379991739682,1.5479805431831444,0.33993399339933994,0.5379537953795379,0.5874587458745875,0.9251925192519251
Badredine Bouanani,2022-2023,17,Nice,fr Ligue 1,dz ALG,0.5,19,863,9.6,9,10,3,0,0.4,0.4,0,0,0,0,0.2,1.3,0.7,4.5,863,0.1,0,0,0,1.4,0.9,0.2,0.7,0.4,0.7,1.5,50,0.7,0.4,0,0.4,0.1,1.5,0.2,0,42.3,316.3,160.7,4.9,2.6,1.7,40.6,10.2,30,39.4,76.2,2.3,1.9,1.9,0.8,3.2,501.7,106.1,15.2,17.6,86.4,10.6,13,81.6,3,6.2,49.2,51.9,0.1,6.4,21.2,25.3,3.7,51.9,1.6,1.1,0.5,150000,0.15,14.456385557749936,-14.306385557749936,6,8.100000000000001,106.2,3.9,-0.8990812531735335,0.8666956714666397,-0.23216463772542853,1.6689996406313112,0.1859185918591859,0.8206820682068207,0.42574257425742573,0.9317931793179318
Jadon Sancho,2022-2023,22,Manchester Utd,eng Premier League,eng ENG,0.6,26,1686,18.7,21,5,4,0.3,0.2,0.5,0.3,0,0,0,0.1,1.6,1,5.8,1686,0.4,0,0,0,0.9,0.5,0.4,0.3,0.2,0.4,1.5,28.6,1.1,1.3,0.1,1.2,0.4,1.2,0.3,0,34.2,204.2,117.1,4.7,2.1,2.4,38.2,9.2,34.5,41.4,83.4,2.3,1.2,2.1,0.1,4.1,421.2,95.8,24,26.9,89.3,7.5,8.8,85.4,0.8,1.4,57.7,52.2,0.9,6.3,18.1,28.6,5.7,52.2,2,1.3,0.7,60000000,60,38.30350533068837,21.696494669311633,7,8.8,117.9,4.3,-0.479208554626928,1.181902718411686,0.3517845467448385,2.1530760304239784,0.3124312431243124,0.878987898789879,0.6644664466446645,0.9614961496149615
Josip Brekalo,2022-2023,24,2 Teams,2 Comps,hr CRO,0,12,500,5.6,4,8,17,0,0.2,0.2,0,0,0,0,0.5,1.1,1.1,4.9,500,0.2,0,0,0,0.7,0.4,0.4,0.2,0.2,0.2,1.4,12.5,1.3,0.2,0,0.2,0.5,1.3,0.5,0,33.8,283.5,114.8,3.6,3.1,0.7,41.8,8.6,32.2,44.6,72.2,2.3,3.1,2.7,0.5,5.6,559.4,151.2,15.3,17.6,86.7,11.5,14.8,78,4.3,6.8,63.2,53.1,0,5.6,27.4,21.4,2,53.1,1.3,1.2,0.1,7500000,7.5,12.156716080276695,-4.656716080276695,6.2,9.2,104.4,3.5999999999999996,-0.8151067134642123,1.362021030951712,-0.32200297379777715,1.3059423482868104,0.21342134213421343,0.9075907590759076,0.38833883388338836,0.8954895489548955
Lazar Samardzic,2022-2023,20,Udinese,it Serie A,rs SRB,0.1,37,1848,20.5,19,18,1,0.2,0.2,0.4,0.2,0,0,0,0.1,1.4,1.3,5.2,1848,0,0,0,0,1.6,0.8,0.4,1,0.2,0.8,2.1,39.5,1.3,0.6,0,0.6,0.5,2.1,0.8,0,30.1,174.1,76.4,1.7,1.6,0.3,34.9,3.2,34.8,43.5,80.1,2.3,4,1,0.3,4.9,681,209.6,14.4,16.2,88.9,13,15,86.4,6.3,10,63.1,53.5,1,7.8,27.9,18.6,1.9,53.5,1.3,1.3,0,4500000,4.5,14.946401766206552,-10.446401766206552,7.300000000000001,6.6000000000000005,114.89999999999999,3.5999999999999996,-0.35324674506294607,0.1912519994415394,0.20205398662425653,1.3059423482868104,0.35313531353135313,0.6171617161716172,0.6083608360836084,0.8954895489548955
N'Golo Kanté,2022-2023,31,Chelsea,eng Premier League,fr FRA,-0.3,7,518,5.8,6,1,1,0,0.2,0.2,0,0,0,0,0.2,0.9,1.2,9.6,518,0.2,0,0,0,2.8,1.7,0.7,1.7,0.3,0.7,1.4,50,0.7,1.9,0,1.9,1,3.8,0.3,0,40,244.6,139,3.3,2.6,0.3,48.5,6.3,47.1,58.7,80.2,2.3,4,1.9,0.5,5.9,683.7,179.5,29.2,33,88.4,14.6,17.4,84,2.1,4.2,50,70.2,1.9,9.2,33.9,28.3,2.8,70.2,1.4,0.9,0.5,30000000,30,37.38832105852784,-7.388321058527843,13.399999999999999,9.2,127.30000000000001,3.6999999999999997,2.207976716071346,1.362021030951712,0.8209403017893268,1.4269614457349775,0.988998899889989,0.9075907590759076,0.7997799779977998,0.9075907590759076
Nicolás Ezequiel Fernández,2022-2023,22,Elche,es La Liga,ar ARG,-0.9,18,514,5.7,3,15,12,0,0.2,0.2,0,0,0,0,0.1,0.9,1.8,6.8,514,0.5,0,0,0.2,4,2.1,1.8,1.2,1.1,1.6,3,52.9,1.4,1.2,0,1.2,0.9,4.9,0.4,0.2,34.1,213.8,120.8,3.7,1.8,0.7,34.1,9.3,31.2,42,74.2,2.3,2.5,2.8,1.8,5.1,499,201.4,17.7,19.3,91.8,8.2,10.7,77,3.7,7.5,48.8,55,1.2,10.7,21.5,23.5,2.3,55,1.1,2.1,-1,2500000,2.5,4.88541373563703,-2.38541373563703,11.7,8.8,105.4,3.4,1.4941931285421173,1.181902718411686,-0.2720927870909167,1.0639041533904772,0.9262926292629263,0.878987898789879,0.4136413641364136,0.8514851485148515
Raphaël Guerreiro,2022-2023,28,Dortmund,de Bundesliga,pt POR,0.7,27,2290,25.4,26,1,4,0.2,0.5,0.6,0.2,0,0,0,0.1,2.3,1.6,7,2290,0.1,0,0,0,1.4,0.8,0.5,0.6,0.3,0.8,1.3,61.8,0.5,0.8,0.1,0.7,1.4,2.8,0.9,0,46.2,238.4,135.2,3.3,2.3,0.7,52.7,6.4,58.8,71.2,82.6,2.3,5.3,2.1,0.4,7.5,851.8,329.6,34.3,37.6,91.4,18.3,21.6,84.7,3.1,6.7,45.6,79.7,2.1,17,37.4,26.2,2.7,79.7,2.1,1.3,0.8,20000000,20,33.1928055090145,-13.192805509014498,9.8,10.8,141.39999999999998,4.4,0.6964350013035675,2.0824942811118192,1.524673934356057,2.2740951278721457,0.7436743674367436,0.9614961496149615,0.9262926292629263,0.966996699669967
Romain Del Castillo,2022-2023,26,Brest,fr Ligue 1,fr FRA,0.1,27,1422,15.8,16,11,0,0.4,0.4,0.8,0.1,0.3,0.3,0,0.1,1.5,1.5,5.4,1422,0.1,0.1,0,0,2.5,1.5,0.8,1.1,0.6,1,2.3,44.4,1.3,0.9,0.1,0.8,0.7,3.2,0.3,0,39.1,250.3,101.5,3,2.3,0.8,37.1,7.9,28.4,42.6,66.6,2.3,2.8,2.3,0.6,4.7,499.2,186.7,13.6,17.7,77.1,9.2,13.1,70.5,4.2,8.7,48.2,56.5,0.4,5.2,26.1,26.3,2.8,56.1,1.5,1.6,-0.1,3000000,3,5.139237792085126,-2.139237792085126,8.600000000000001,7.7,95,3.8,0.1925877630476413,0.6865773589266125,-0.7911587288422653,1.5479805431831444,0.581958195819582,0.7711771177117712,0.21892189218921893,0.9251925192519251
Toni Kroos,2022-2023,32,Real Madrid,es La Liga,de GER,1,30,2155,23.9,25,5,3,0.1,0.2,0.3,0.1,0,0,0,0.1,2,1,6.4,2155,0,0,0,0,2.1,1.3,0.7,1.4,0.1,1,2.9,33.3,1.9,1,0.2,0.8,1,3.1,0.5,0,75,334.7,183.1,2.1,1.7,0.1,88,1.6,94.2,103.7,90.9,2.3,15.5,1.1,0.3,13.3,1761.3,636.8,41.4,42.7,97,37.9,40.3,94.1,13.1,17.5,74.9,110,2.4,22.2,67.6,21.1,0.8,110,1.8,1.1,0.7,20000000,20,44.891251317545745,-24.891251317545745,9.5,15.4,185.10000000000002,4.1,0.57047319173958555,4.153854875322126,3.7057490934458595,1.9110378355276445,0.7051705170517052,1,0.9988998899889989,0.9482948294829483
Adam Ounas,2022-2023,25,Lille,fr Ligue 1,dz ALG,0.3,21,1064,11.8,12,9,0,0.1,0.1,0.2,0.1,0,0,0,0.2,1.5,1.2,5.1,1064,0.2,0.1,0,0,1.7,0.9,0.3,0.8,0.5,0.7,1.1,61.5,0.4,1.4,0,1.4,0.6,2.3,0.4,0,47.7,342,170.4,4.7,3.6,0.9,45,10.6,34.1,48.1,70.8,2.2,2.9,2.7,0.3,5.6,603.4,185.2,16.1,19.8,81.2,12.9,18.4,70.2,4.1,7,57.8,61.5,0.5,4.7,22.8,35.5,3.1,61.5,1.8,1,0.8,8000000,8,5.995857199465966,2.0041428005340336,7.3999999999999995,10.3,104.9,4,-0.31125947520828606,1.857346390436786,-0.29704788044434693,1.790018738079478,0.3641364136413641,0.9526952695269527,0.40704070407040704,0.9416941694169417
Aleksandr Golovin,2022-2023,26,Monaco,fr Ligue 1,ru RUS,0.7,34,2464,27.4,29,5,0,0.3,0.3,0.5,0.3,0,0,0,0.1,2,1.3,5.9,2464,0.2,0,0,0,2.3,1.3,0.7,1.2,0.4,1,2.6,38.9,1.6,1,0,1,1.4,3.6,0.4,0,35.9,244.9,119.5,3.3,2.2,1,32.5,7.7,28.1,40.1,70,2.2,2.7,2,0.2,4.8,468.7,155.1,14,17.7,79.3,9.4,12.6,74,3.4,6.6,50.8,50.5,0.8,6.7,21,24.1,3.1,50.5,1.6,1.2,0.4,22000000,22,18.45206861872616,3.547931381273841,9.5,8.1,98.1,3.8000000000000003,0.57047319173958555,0.866695671466639,-0.6364371500509983,1.5479805431831448,0.7051705170517052,0.8107810781078107,0.27722772277227725,0.9306930693069307
Fred,2022-2023,29,Manchester Utd,eng Premier League,br BRA,0.1,35,1249,13.9,12,23,3,0.1,0.1,0.3,0.1,0,0,0,0.1,1.7,1.6,9.2,1249,0.1,0,0,0,3.4,2.2,1.7,1.4,0.2,1.1,2.7,39.5,1.7,2.7,0.1,2.6,1.4,4.8,1.4,0,38.7,155.5,74.5,0.7,1.2,0.2,44.2,3.6,44.5,56.3,79.1,2.2,4.7,0.8,0.1,5.5,676.8,199.4,24.8,28.7,86.4,14.2,16.9,84.2,3.5,5.5,62.3,72,2.7,18,34.8,20.1,2.7,72,2,1.6,0.4,20000000,20,28.513262628186826,-8.513262628186826,14,6.2,123.6,4.2,2.4599003351993103,0.011133686901512596,0.6362726109739423,2.032056932975812,0.9933993399339934,0.5379537953795379,0.7458745874587459,0.9592959295929593
Kevin Paredes,2022-2023,19,Wolfsburg,de Bundesliga,us USA,0.9,22,529,5.9,1,21,2,0.2,0.5,0.7,0.2,0,0,0,0.2,2.2,1.4,6.5,529,0.3,0,0,0,2.2,1.5,1,0.5,0.7,1.5,2,75,0.5,1.2,0,1.2,1,3.2,1.4,0,30.1,185.4,110.8,4.1,1.2,1.2,30.6,6.8,27.1,35.9,75.4,2.2,2.6,2.7,0.9,4.9,438.3,147.3,14,16.7,83.7,10,12.4,80.8,2,4.6,44.4,47.1,1.5,8.8,17.9,20.8,2.6,47.1,1.8,1.8,0.1,5000000,5,10.038292853495438,-5.038292853495438,9.7,9,102.5,4,0.6544477314489063,1.271961874681699,-0.4168323285408122,1.790018738079478,0.7271727172717272,0.8965896589658966,0.3465346534653465,0.9416941694169417
Luka Modri?,2022-2023,36,Real Madrid,es La Liga,hr CRO,1.1,33,1744,19.4,19,14,1,0.2,0.2,0.4,0.2,0.1,0.1,0,0.1,2.1,1,4.4,1744,0.2,0,0,0,1,0.5,0.3,0.3,0.4,0.5,1.3,40,0.8,0.8,0.3,0.5,0.5,1.5,0.4,0,58.4,293.2,130.7,2.6,2.5,0.7,70.2,4.5,68.9,78.5,87.8,2.2,7.9,1.1,0.2,9.4,1081.9,332.9,38.2,40.6,94.1,21.4,24.1,88.7,6.6,9.2,70.9,86.7,1,11,45.7,30.6,2.4,86.7,1.8,1.1,0.7,10000000,10,40.14648549448191,-30.146485494481908,5.9,12,156.7,4,-0.9410685230281939,2.622849218731899,2.288299790971022,1.790018738079478,0.1771177117711771,0.9878987898789879,0.9823982398239824,0.9416941694169417
Martin Ødegaard,2022-2023,23,Arsenal,eng Premier League,no NOR,1.3,37,3127,34.7,37,0,0,0.4,0.2,0.6,0.4,0,0,0,0.1,2.4,1.1,5.1,3127,0,0,0,0,1,0.7,0.3,0.4,0.3,0.4,1.4,29.8,0.9,0.6,0.1,0.4,0.2,1.2,0.3,0,37,199.5,87,2.4,1.7,0.7,44.6,5.6,41.7,51.9,80.3,2.2,3.9,2.6,0.1,7.7,648.7,173.1,21.8,25.1,86.9,14.9,17.8,84,3.2,5,62.9,60.4,0.8,5.7,24.9,30.5,3.5,60.4,1.9,1.1,0.8,60000000,60,48.44963923236852,11.550360767631481,6.3,10.1,122,4.1,-0.7731194436095519,1.767287234166772,0.556416312242966,1.9110378355276445,0.21672167216721672,0.9460946094609461,0.7271727172717272,0.9482948294829483
Nabil Fekir,2022-2023,29,Betis,es La Liga,fr FRA,0.8,15,961,10.7,12,3,0,0.2,0.2,0.4,0.1,0.1,0.1,0,0.2,1.8,0.9,2.9,961,0.7,0.1,0,0,1,0.5,0.3,0.3,0.5,0.2,0.8,22.2,0.7,0.6,0.2,0.4,0.1,1.1,0,0,38,218.4,100.4,3.9,2.5,1.2,45.8,7.1,35.4,45.3,78.1,2.2,3.2,1.3,0.1,3.8,444.5,128,21.2,24.2,87.6,8.4,10,84.1,1.7,5.2,32.7,56.8,0.2,3.5,23.8,30.1,4,56.8,1.9,0.9,0.9,40000000,40,15.921047938094105,24.078952061905895,4,7.699999999999999,113.5,4.1,-1.7388266502667444,0.6865773589266121,0.13217972523465238,1.9110378355276445,0.041804180418041806,0.7634763476347635,0.5731573157315731,0.9482948294829483
